order_id,date,category,city,payment_method,status,unit_price,quantity,revenue,month,month_n,quarter
ORD-1252,2023-11-07,Home & Living,Jakarta,Bank Transfer,Completed,203341,3,610023,2023-11,11,Q4
ORD-1253,2023-04-26,Sports,Surabaya,Credit Card,Completed,548427,1,548427,2023-04,4,Q2
ORD-1254,2023-03-03,Sports,Jakarta,Bank Transfer,Completed,995582,2,1991164,2023-03,3,Q1
ORD-1255,2023-07-23,Beauty & Health,Bandung,Bank Transfer,Cancelled,94235,1,0,2023-07,7,Q3
ORD-1256,2023-12-08,Beauty & Health,Makassar,E-Wallet,Completed,301638,2,603276,2023-12,12,Q4
ORD-1257,2023-09-12,Fashion,Surabaya,E-Wallet,Returned,375698,5,0,2023-09,9,Q3
ORD-1258,2023-07-28,Fashion,Surabaya,COD,Completed,561692,5,2808460,2023-07,7,Q3
ORD-1259,2023-02-05,Fashion,Surabaya,Credit Card,Cancelled,167000,3,0,2023-02,2,Q1
ORD-1260,2023-08-13,Home & Living,Jakarta,Credit Card,Completed,652068,1,652068,2023-08,8,Q3
ORD-1261,2023-12-28,Beauty & Health,Semarang,COD,Completed,334839,3,1004517,2023-12,12,Q4
ORD-1262,2023-02-21,Sports,Surabaya,Credit Card,Completed,772027,2,1544054,2023-02,2,Q1
ORD-1263,2023-07-09,Fashion,Surabaya,COD,Completed,596167,1,596167,2023-07,7,Q3
ORD-1264,2023-11-17,Beauty & Health,Bandung,COD,Cancelled,386311,1,0,2023-11,11,Q4
ORD-1265,2023-09-28,Beauty & Health,Surabaya,Bank Transfer,Completed,105110,1,105110,2023-09,9,Q3
ORD-1266,2023-09-12,Beauty & Health,Bandung,COD,Completed,259589,5,1297945,2023-09,9,Q3
ORD-1267,2023-09-14,Home & Living,Jakarta,Credit Card,Completed,453567,1,453567,2023-09,9,Q3
ORD-1268,2023-05-12,Electronics,Yogyakarta,Bank Transfer,Completed,1680441,1,1680441,2023-05,5,Q2
ORD-1269,2023-04-18,Beauty & Health,Semarang,E-Wallet,Completed,252481,3,757443,2023-04,4,Q2
ORD-1270,2023-10-23,Electronics,Bandung,Bank Transfer,Completed,1902582,1,1902582,2023-10,10,Q4
ORD-1271,2023-10-23,Fashion,Makassar,COD,Completed,341166,1,341166,2023-10,10,Q4
ORD-1272,2023-11-13,Beauty & Health,Jakarta,Credit Card,Completed,442534,3,1327602,2023-11,11,Q4
ORD-1273,2023-11-30,Home & Living,Surabaya,Bank Transfer,Completed,237043,2,474086,2023-11,11,Q4
ORD-1274,2023-07-06,Books & Stationery,Bandung,E-Wallet,Completed,222723,1,222723,2023-07,7,Q3
ORD-1275,2023-07-03,Beauty & Health,Bandung,E-Wallet,Completed,262885,2,525770,2023-07,7,Q3
ORD-1276,2023-10-19,Home & Living,Surabaya,Credit Card,Completed,611619,1,611619,2023-10,10,Q4
ORD-1277,2023-08-26,Beauty & Health,Jakarta,Bank Transfer,Completed,388865,1,388865,2023-08,8,Q3
ORD-1278,2023-09-14,Beauty & Health,Jakarta,COD,Completed,219766,1,219766,2023-09,9,Q3
ORD-1279,2023-10-18,Electronics,Surabaya,Credit Card,Completed,2041265,1,2041265,2023-10,10,Q4
ORD-1280,2023-11-21,Fashion,Jakarta,E-Wallet,Completed,329759,2,659518,2023-11,11,Q4
ORD-1281,2023-05-04,Fashion,Medan,E-Wallet,Returned,312365,1,0,2023-05,5,Q2
ORD-1282,2023-05-18,Beauty & Health,Jakarta,E-Wallet,Cancelled,423190,1,0,2023-05,5,Q2
ORD-1283,2023-02-04,Electronics,Jakarta,E-Wallet,Completed,3236789,2,6473578,2023-02,2,Q1
ORD-1284,2023-07-31,Electronics,Bandung,Credit Card,Completed,1076999,1,1076999,2023-07,7,Q3
ORD-1285,2023-01-14,Fashion,Bandung,E-Wallet,Cancelled,179061,1,0,2023-01,1,Q1
ORD-1286,2023-06-19,Books & Stationery,Yogyakarta,COD,Completed,128795,2,257590,2023-06,6,Q2
ORD-1287,2023-07-18,Fashion,Bandung,Bank Transfer,Completed,174328,2,348656,2023-07,7,Q3
ORD-1288,2023-04-15,Beauty & Health,Jakarta,COD,Completed,312873,1,312873,2023-04,4,Q2
ORD-1289,2023-08-04,Electronics,Yogyakarta,Bank Transfer,Completed,1181074,1,1181074,2023-08,8,Q3
ORD-1290,2023-01-12,Beauty & Health,Bandung,Credit Card,Returned,278054,2,0,2023-01,1,Q1
ORD-1291,2023-01-14,Fashion,Jakarta,Bank Transfer,Completed,128609,1,128609,2023-01,1,Q1
ORD-1292,2023-10-28,Electronics,Bandung,COD,Completed,1699789,1,1699789,2023-10,10,Q4
ORD-1293,2023-05-12,Beauty & Health,Semarang,Bank Transfer,Completed,333788,5,1668940,2023-05,5,Q2
ORD-1294,2023-02-16,Electronics,Surabaya,COD,Completed,2202116,1,2202116,2023-02,2,Q1
ORD-1295,2023-07-10,Electronics,Jakarta,COD,Cancelled,3684808,5,0,2023-07,7,Q3
ORD-1296,2023-10-09,Electronics,Jakarta,Bank Transfer,Completed,3372311,1,3372311,2023-10,10,Q4
ORD-1297,2023-03-20,Electronics,Jakarta,Credit Card,Completed,1827212,1,1827212,2023-03,3,Q1
ORD-1298,2023-08-16,Electronics,Surabaya,E-Wallet,Completed,886459,5,4432295,2023-08,8,Q3
ORD-1299,2023-02-01,Fashion,Bandung,Bank Transfer,Cancelled,547813,3,0,2023-02,2,Q1
ORD-1300,2023-01-19,Sports,Jakarta,E-Wallet,Cancelled,975436,1,0,2023-01,1,Q1
ORD-1301,2023-07-13,Beauty & Health,Semarang,Bank Transfer,Completed,385425,5,1927125,2023-07,7,Q3
ORD-1302,2023-07-17,Beauty & Health,Medan,Bank Transfer,Completed,136061,2,272122,2023-07,7,Q3
ORD-1303,2023-08-21,Fashion,Bandung,E-Wallet,Completed,623957,4,2495828,2023-08,8,Q3
ORD-1304,2023-09-23,Books & Stationery,Yogyakarta,Bank Transfer,Completed,96631,4,386524,2023-09,9,Q3
ORD-1305,2023-12-23,Fashion,Jakarta,Bank Transfer,Completed,487102,4,1948408,2023-12,12,Q4
ORD-1306,2023-07-08,Electronics,Surabaya,Bank Transfer,Completed,3474104,4,13896416,2023-07,7,Q3
ORD-1307,2023-04-28,Beauty & Health,Bandung,Bank Transfer,Completed,174847,3,524541,2023-04,4,Q2
ORD-1308,2023-10-18,Electronics,Yogyakarta,Bank Transfer,Completed,3474775,1,3474775,2023-10,10,Q4
ORD-1309,2023-04-09,Fashion,Medan,E-Wallet,Completed,279740,5,1398700,2023-04,4,Q2
ORD-1310,2023-06-10,Beauty & Health,Jakarta,Bank Transfer,Completed,441508,1,441508,2023-06,6,Q2
ORD-1311,2023-01-29,Sports,Semarang,Bank Transfer,Completed,446258,2,892516,2023-01,1,Q1
ORD-1312,2023-01-10,Beauty & Health,Jakarta,E-Wallet,Completed,433236,4,1732944,2023-01,1,Q1
ORD-1313,2023-12-18,Home & Living,Yogyakarta,Credit Card,Completed,212481,1,212481,2023-12,12,Q4
ORD-1314,2023-11-02,Books & Stationery,Makassar,Credit Card,Completed,182261,4,729044,2023-11,11,Q4
ORD-1315,2023-09-12,Electronics,Jakarta,COD,Completed,2346333,4,9385332,2023-09,9,Q3
ORD-1316,2023-05-30,Fashion,Medan,E-Wallet,Cancelled,363938,1,0,2023-05,5,Q2
ORD-1317,2023-03-05,Fashion,Jakarta,E-Wallet,Completed,236747,3,710241,2023-03,3,Q1
ORD-1318,2023-02-27,Fashion,Surabaya,E-Wallet,Cancelled,477797,1,0,2023-02,2,Q1
ORD-1319,2023-04-02,Fashion,Surabaya,Credit Card,Completed,220404,1,220404,2023-04,4,Q2
ORD-1320,2023-07-20,Sports,Bandung,E-Wallet,Completed,674387,3,2023161,2023-07,7,Q3
ORD-1321,2023-09-18,Home & Living,Semarang,Bank Transfer,Completed,352271,1,352271,2023-09,9,Q3
ORD-1322,2023-08-29,Beauty & Health,Bandung,Bank Transfer,Completed,434023,1,434023,2023-08,8,Q3
ORD-1323,2023-04-13,Fashion,Surabaya,Bank Transfer,Completed,139315,4,557260,2023-04,4,Q2
ORD-1324,2023-12-15,Sports,Yogyakarta,Credit Card,Completed,377771,1,377771,2023-12,12,Q4
ORD-1325,2023-09-27,Books & Stationery,Makassar,Credit Card,Cancelled,93539,3,0,2023-09,9,Q3
ORD-1326,2023-07-22,Sports,Jakarta,COD,Completed,557816,2,1115632,2023-07,7,Q3
ORD-1327,2023-08-12,Electronics,Makassar,Bank Transfer,Cancelled,1448190,3,0,2023-08,8,Q3
ORD-1328,2023-06-03,Beauty & Health,Jakarta,Bank Transfer,Cancelled,266885,2,0,2023-06,6,Q2
ORD-1329,2023-04-01,Electronics,Yogyakarta,Credit Card,Completed,3367396,2,6734792,2023-04,4,Q2
ORD-1330,2023-05-10,Fashion,Jakarta,Credit Card,Completed,481031,2,962062,2023-05,5,Q2
ORD-1331,2023-10-04,Electronics,Jakarta,E-Wallet,Completed,2489885,5,12449425,2023-10,10,Q4
ORD-1332,2023-01-06,Beauty & Health,Surabaya,Bank Transfer,Cancelled,122041,5,0,2023-01,1,Q1
ORD-1333,2023-02-12,Home & Living,Bandung,Bank Transfer,Completed,660794,3,1982382,2023-02,2,Q1
ORD-1334,2023-01-17,Electronics,Surabaya,Credit Card,Cancelled,1249242,2,0,2023-01,1,Q1
ORD-1335,2023-01-15,Fashion,Jakarta,E-Wallet,Completed,518183,2,1036366,2023-01,1,Q1
ORD-1336,2023-11-09,Fashion,Bandung,Credit Card,Returned,250028,1,0,2023-11,11,Q4
ORD-1337,2023-09-14,Fashion,Semarang,Credit Card,Completed,333524,3,1000572,2023-09,9,Q3
ORD-1338,2023-06-23,Electronics,Surabaya,Bank Transfer,Completed,1801410,3,5404230,2023-06,6,Q2
ORD-1339,2023-02-05,Fashion,Jakarta,Credit Card,Cancelled,554406,1,0,2023-02,2,Q1
ORD-1340,2023-06-29,Home & Living,Surabaya,Credit Card,Cancelled,263581,3,0,2023-06,6,Q2
ORD-1341,2023-06-22,Electronics,Jakarta,E-Wallet,Completed,2446934,4,9787736,2023-06,6,Q2
ORD-1342,2023-03-05,Electronics,Yogyakarta,E-Wallet,Completed,1176184,5,5880920,2023-03,3,Q1
ORD-1343,2023-06-08,Fashion,Yogyakarta,E-Wallet,Completed,477397,4,1909588,2023-06,6,Q2
ORD-1344,2023-05-26,Books & Stationery,Bandung,Bank Transfer,Returned,219464,3,0,2023-05,5,Q2
ORD-1345,2023-08-13,Home & Living,Surabaya,Credit Card,Completed,479225,5,2396125,2023-08,8,Q3
ORD-1346,2023-08-20,Home & Living,Medan,Credit Card,Cancelled,516664,5,0,2023-08,8,Q3
ORD-1347,2023-01-17,Fashion,Bandung,COD,Completed,588711,1,588711,2023-01,1,Q1
ORD-1348,2023-05-17,Beauty & Health,Yogyakarta,E-Wallet,Completed,277556,1,277556,2023-05,5,Q2
ORD-1349,2023-08-17,Electronics,Bandung,E-Wallet,Completed,2212795,1,2212795,2023-08,8,Q3
ORD-1350,2023-07-03,Beauty & Health,Medan,Credit Card,Cancelled,298198,2,0,2023-07,7,Q3
ORD-1351,2023-11-09,Sports,Bandung,Bank Transfer,Completed,788952,2,1577904,2023-11,11,Q4
ORD-1352,2023-08-29,Beauty & Health,Surabaya,Credit Card,Cancelled,128478,1,0,2023-08,8,Q3
ORD-1353,2023-03-01,Sports,Makassar,E-Wallet,Completed,899732,1,899732,2023-03,3,Q1
ORD-1354,2023-01-26,Home & Living,Bandung,COD,Completed,479853,4,1919412,2023-01,1,Q1
ORD-1355,2023-08-23,Electronics,Bandung,COD,Completed,967045,4,3868180,2023-08,8,Q3
ORD-1356,2023-01-10,Sports,Jakarta,Bank Transfer,Completed,870393,4,3481572,2023-01,1,Q1
ORD-1357,2023-08-02,Electronics,Bandung,Bank Transfer,Completed,1880849,1,1880849,2023-08,8,Q3
ORD-1358,2023-12-10,Beauty & Health,Bandung,COD,Completed,126132,5,630660,2023-12,12,Q4
ORD-1359,2023-07-30,Electronics,Jakarta,E-Wallet,Completed,2651337,4,10605348,2023-07,7,Q3
ORD-1360,2023-05-22,Electronics,Jakarta,Credit Card,Cancelled,3390394,2,0,2023-05,5,Q2
ORD-1361,2023-08-23,Fashion,Bandung,Bank Transfer,Completed,568876,2,1137752,2023-08,8,Q3
ORD-1362,2023-06-17,Fashion,Medan,Credit Card,Completed,603831,3,1811493,2023-06,6,Q2
ORD-1363,2023-07-19,Beauty & Health,Surabaya,Bank Transfer,Completed,402373,3,1207119,2023-07,7,Q3
ORD-1364,2023-12-10,Beauty & Health,Jakarta,Bank Transfer,Completed,90770,1,90770,2023-12,12,Q4
ORD-1365,2023-05-21,Electronics,Bandung,E-Wallet,Completed,1890723,2,3781446,2023-05,5,Q2
ORD-1366,2023-12-17,Electronics,Jakarta,Bank Transfer,Completed,3205627,1,3205627,2023-12,12,Q4
ORD-1367,2023-11-27,Beauty & Health,Surabaya,Credit Card,Cancelled,221851,2,0,2023-11,11,Q4
ORD-1368,2023-03-13,Fashion,Jakarta,Bank Transfer,Completed,425774,1,425774,2023-03,3,Q1
ORD-1369,2023-01-26,Home & Living,Jakarta,COD,Completed,599421,1,599421,2023-01,1,Q1
ORD-1370,2023-02-06,Home & Living,Jakarta,E-Wallet,Completed,430517,1,430517,2023-02,2,Q1
ORD-1371,2023-01-07,Sports,Surabaya,Bank Transfer,Completed,969758,1,969758,2023-01,1,Q1
ORD-1372,2023-02-04,Home & Living,Jakarta,COD,Completed,527259,2,1054518,2023-02,2,Q1
ORD-1373,2023-09-07,Fashion,Surabaya,COD,Completed,357392,4,1429568,2023-09,9,Q3
ORD-1374,2023-01-26,Home & Living,Surabaya,Credit Card,Completed,873259,1,873259,2023-01,1,Q1
ORD-1375,2023-04-27,Fashion,Surabaya,Credit Card,Completed,371750,4,1487000,2023-04,4,Q2
ORD-1376,2023-11-05,Fashion,Surabaya,E-Wallet,Completed,214199,2,428398,2023-11,11,Q4
ORD-1377,2023-01-09,Home & Living,Yogyakarta,E-Wallet,Completed,534148,1,534148,2023-01,1,Q1
ORD-1378,2023-10-25,Fashion,Jakarta,COD,Completed,532008,4,2128032,2023-10,10,Q4
ORD-1379,2023-04-13,Home & Living,Surabaya,COD,Completed,718802,2,1437604,2023-04,4,Q2
ORD-1380,2023-02-13,Sports,Jakarta,E-Wallet,Completed,872408,4,3489632,2023-02,2,Q1
ORD-1381,2023-09-12,Sports,Jakarta,Bank Transfer,Completed,804739,1,804739,2023-09,9,Q3
ORD-1382,2023-08-18,Sports,Bandung,Credit Card,Completed,423542,1,423542,2023-08,8,Q3
ORD-1383,2023-11-17,Fashion,Bandung,Credit Card,Cancelled,556042,3,0,2023-11,11,Q4
ORD-1384,2023-09-26,Fashion,Yogyakarta,Bank Transfer,Completed,571721,1,571721,2023-09,9,Q3
ORD-1385,2023-10-21,Beauty & Health,Bandung,E-Wallet,Completed,159894,3,479682,2023-10,10,Q4
ORD-1386,2023-04-13,Fashion,Makassar,E-Wallet,Returned,190227,1,0,2023-04,4,Q2
ORD-1387,2023-03-06,Beauty & Health,Jakarta,E-Wallet,Completed,441217,2,882434,2023-03,3,Q1
ORD-1388,2023-10-01,Home & Living,Jakarta,Credit Card,Completed,782826,2,1565652,2023-10,10,Q4
ORD-1389,2023-10-22,Home & Living,Jakarta,E-Wallet,Completed,800265,2,1600530,2023-10,10,Q4
ORD-1390,2023-12-28,Fashion,Jakarta,Credit Card,Completed,568188,3,1704564,2023-12,12,Q4
ORD-1391,2023-05-31,Electronics,Bandung,Bank Transfer,Completed,2375060,5,11875300,2023-05,5,Q2
ORD-1392,2023-05-16,Fashion,Bandung,E-Wallet,Returned,448200,5,0,2023-05,5,Q2
ORD-1393,2023-10-11,Electronics,Jakarta,E-Wallet,Completed,2386088,2,4772176,2023-10,10,Q4
ORD-1394,2023-05-05,Sports,Semarang,COD,Cancelled,253013,4,0,2023-05,5,Q2
ORD-1395,2023-12-06,Fashion,Yogyakarta,Credit Card,Completed,497751,2,995502,2023-12,12,Q4
ORD-1396,2023-11-10,Electronics,Jakarta,Bank Transfer,Completed,2265996,5,11329980,2023-11,11,Q4
ORD-1397,2023-06-06,Electronics,Jakarta,Bank Transfer,Completed,2693127,2,5386254,2023-06,6,Q2
ORD-1398,2023-10-02,Beauty & Health,Jakarta,Bank Transfer,Cancelled,270950,1,0,2023-10,10,Q4
ORD-1399,2023-10-03,Beauty & Health,Jakarta,COD,Returned,267052,1,0,2023-10,10,Q4
ORD-1400,2023-02-07,Fashion,Jakarta,E-Wallet,Completed,210894,5,1054470,2023-02,2,Q1
ORD-1401,2023-11-26,Electronics,Surabaya,COD,Returned,1586141,5,0,2023-11,11,Q4
ORD-1402,2023-07-04,Fashion,Jakarta,Credit Card,Completed,204426,1,204426,2023-07,7,Q3
ORD-1403,2023-10-29,Fashion,Surabaya,COD,Completed,222833,2,445666,2023-10,10,Q4
ORD-1404,2023-04-27,Home & Living,Makassar,Credit Card,Completed,856084,2,1712168,2023-04,4,Q2
ORD-1405,2023-11-23,Beauty & Health,Medan,COD,Completed,145120,2,290240,2023-11,11,Q4
ORD-1406,2023-05-23,Fashion,Semarang,Bank Transfer,Completed,259635,2,519270,2023-05,5,Q2
ORD-1407,2023-01-04,Electronics,Jakarta,Bank Transfer,Completed,2521768,2,5043536,2023-01,1,Q1
ORD-1408,2023-11-27,Books & Stationery,Surabaya,Bank Transfer,Completed,163433,5,817165,2023-11,11,Q4
ORD-1409,2023-02-03,Fashion,Bandung,COD,Completed,201987,1,201987,2023-02,2,Q1
ORD-1410,2023-04-27,Home & Living,Jakarta,Credit Card,Completed,730602,4,2922408,2023-04,4,Q2
ORD-1411,2023-12-13,Electronics,Jakarta,Bank Transfer,Returned,3105608,4,0,2023-12,12,Q4
ORD-1412,2023-12-13,Beauty & Health,Bandung,COD,Completed,175434,2,350868,2023-12,12,Q4
ORD-1413,2023-07-29,Electronics,Bandung,Bank Transfer,Completed,1615998,1,1615998,2023-07,7,Q3
ORD-1414,2023-08-19,Beauty & Health,Surabaya,Credit Card,Completed,427675,1,427675,2023-08,8,Q3
ORD-1415,2023-06-13,Books & Stationery,Surabaya,Bank Transfer,Completed,204377,4,817508,2023-06,6,Q2
ORD-1416,2023-04-18,Fashion,Surabaya,Bank Transfer,Completed,473898,5,2369490,2023-04,4,Q2
ORD-1417,2023-04-30,Electronics,Jakarta,COD,Completed,996699,1,996699,2023-04,4,Q2
ORD-1418,2023-09-03,Electronics,Jakarta,E-Wallet,Completed,2004792,2,4009584,2023-09,9,Q3
ORD-1419,2023-10-02,Fashion,Jakarta,Bank Transfer,Completed,404650,1,404650,2023-10,10,Q4
ORD-1420,2023-10-16,Electronics,Jakarta,COD,Completed,1312233,4,5248932,2023-10,10,Q4
ORD-1421,2023-10-16,Electronics,Makassar,Bank Transfer,Completed,2094679,4,8378716,2023-10,10,Q4
ORD-1422,2023-02-03,Home & Living,Bandung,Credit Card,Completed,595718,3,1787154,2023-02,2,Q1
ORD-1423,2023-06-30,Fashion,Medan,Credit Card,Completed,288688,1,288688,2023-06,6,Q2
ORD-1424,2023-01-22,Fashion,Jakarta,Bank Transfer,Completed,515472,1,515472,2023-01,1,Q1
ORD-1425,2023-07-20,Sports,Surabaya,Credit Card,Completed,915977,1,915977,2023-07,7,Q3
ORD-1426,2023-06-11,Electronics,Jakarta,COD,Completed,1720828,1,1720828,2023-06,6,Q2
ORD-1427,2023-11-21,Books & Stationery,Jakarta,E-Wallet,Returned,206844,5,0,2023-11,11,Q4
ORD-1428,2023-05-09,Fashion,Jakarta,Credit Card,Completed,176788,1,176788,2023-05,5,Q2
ORD-1429,2023-02-12,Sports,Medan,E-Wallet,Completed,913692,1,913692,2023-02,2,Q1
ORD-1430,2023-02-22,Beauty & Health,Bandung,E-Wallet,Completed,144990,2,289980,2023-02,2,Q1
ORD-1431,2023-10-05,Sports,Bandung,COD,Completed,279658,3,838974,2023-10,10,Q4
ORD-1432,2023-08-14,Books & Stationery,Surabaya,COD,Completed,169437,1,169437,2023-08,8,Q3
ORD-1433,2023-02-06,Fashion,Semarang,Bank Transfer,Cancelled,360968,1,0,2023-02,2,Q1
ORD-1434,2023-01-31,Books & Stationery,Jakarta,E-Wallet,Returned,219999,4,0,2023-01,1,Q1
ORD-1435,2023-09-13,Fashion,Jakarta,E-Wallet,Completed,306594,1,306594,2023-09,9,Q3
ORD-1436,2023-01-27,Fashion,Jakarta,E-Wallet,Completed,268576,1,268576,2023-01,1,Q1
ORD-1437,2023-10-27,Fashion,Medan,Credit Card,Completed,375367,3,1126101,2023-10,10,Q4
ORD-1438,2023-09-15,Beauty & Health,Makassar,Credit Card,Completed,254140,1,254140,2023-09,9,Q3
ORD-1439,2023-01-30,Electronics,Jakarta,Bank Transfer,Completed,1783284,3,5349852,2023-01,1,Q1
ORD-1440,2023-01-31,Beauty & Health,Yogyakarta,Credit Card,Completed,339746,3,1019238,2023-01,1,Q1
ORD-1441,2023-12-27,Beauty & Health,Yogyakarta,Credit Card,Completed,363442,4,1453768,2023-12,12,Q4
ORD-1442,2023-05-17,Home & Living,Jakarta,E-Wallet,Completed,772088,1,772088,2023-05,5,Q2
ORD-1443,2023-05-16,Sports,Surabaya,Credit Card,Completed,1027199,3,3081597,2023-05,5,Q2
ORD-1444,2023-10-24,Fashion,Surabaya,E-Wallet,Completed,258328,1,258328,2023-10,10,Q4
ORD-1445,2023-12-12,Fashion,Makassar,Bank Transfer,Completed,483046,1,483046,2023-12,12,Q4
ORD-1446,2023-12-26,Fashion,Jakarta,COD,Completed,322129,3,966387,2023-12,12,Q4
ORD-1447,2023-10-02,Electronics,Medan,Bank Transfer,Cancelled,2781245,5,0,2023-10,10,Q4
ORD-1448,2023-05-18,Electronics,Jakarta,Credit Card,Completed,2177945,1,2177945,2023-05,5,Q2
ORD-1449,2023-01-31,Fashion,Medan,E-Wallet,Cancelled,621886,1,0,2023-01,1,Q1
ORD-1450,2023-10-11,Fashion,Surabaya,COD,Completed,489451,4,1957804,2023-10,10,Q4
ORD-1451,2023-07-23,Books & Stationery,Bandung,COD,Completed,228473,5,1142365,2023-07,7,Q3
ORD-1452,2023-06-04,Beauty & Health,Yogyakarta,Bank Transfer,Completed,390589,5,1952945,2023-06,6,Q2
ORD-1453,2023-11-27,Fashion,Yogyakarta,Bank Transfer,Completed,576450,2,1152900,2023-11,11,Q4
ORD-1454,2023-02-10,Beauty & Health,Yogyakarta,COD,Returned,383190,1,0,2023-02,2,Q1
ORD-1455,2023-06-29,Electronics,Jakarta,Credit Card,Completed,2127477,5,10637385,2023-06,6,Q2
ORD-1456,2023-01-05,Fashion,Medan,E-Wallet,Completed,250894,1,250894,2023-01,1,Q1
ORD-1457,2023-06-21,Beauty & Health,Jakarta,Bank Transfer,Completed,223315,1,223315,2023-06,6,Q2
ORD-1458,2023-01-21,Beauty & Health,Surabaya,Credit Card,Returned,97285,3,0,2023-01,1,Q1
ORD-1459,2023-02-13,Fashion,Bandung,Bank Transfer,Completed,386996,1,386996,2023-02,2,Q1
ORD-1460,2023-02-12,Books & Stationery,Surabaya,Credit Card,Returned,143460,2,0,2023-02,2,Q1
ORD-1461,2023-08-25,Sports,Surabaya,E-Wallet,Cancelled,651210,2,0,2023-08,8,Q3
ORD-1462,2023-09-30,Beauty & Health,Makassar,COD,Completed,440651,1,440651,2023-09,9,Q3
ORD-1463,2023-08-01,Beauty & Health,Jakarta,Credit Card,Cancelled,418123,1,0,2023-08,8,Q3
ORD-1464,2023-12-18,Beauty & Health,Bandung,E-Wallet,Returned,148216,2,0,2023-12,12,Q4
ORD-1465,2023-05-17,Electronics,Surabaya,Credit Card,Completed,1856647,2,3713294,2023-05,5,Q2
ORD-1466,2023-04-15,Fashion,Jakarta,Bank Transfer,Completed,336978,3,1010934,2023-04,4,Q2
ORD-1467,2023-11-14,Electronics,Jakarta,Credit Card,Completed,1831598,1,1831598,2023-11,11,Q4
ORD-1468,2023-03-23,Beauty & Health,Semarang,COD,Completed,377458,2,754916,2023-03,3,Q1
ORD-1469,2023-12-18,Beauty & Health,Yogyakarta,E-Wallet,Completed,278653,1,278653,2023-12,12,Q4
ORD-1470,2023-01-05,Electronics,Semarang,E-Wallet,Completed,2466299,2,4932598,2023-01,1,Q1
ORD-1471,2023-12-21,Books & Stationery,Makassar,E-Wallet,Completed,209572,2,419144,2023-12,12,Q4
ORD-1472,2023-01-16,Sports,Jakarta,E-Wallet,Completed,886979,3,2660937,2023-01,1,Q1
ORD-1473,2023-11-22,Home & Living,Surabaya,COD,Completed,267548,3,802644,2023-11,11,Q4
ORD-1474,2023-07-12,Beauty & Health,Bandung,E-Wallet,Cancelled,347009,3,0,2023-07,7,Q3
ORD-1475,2023-12-29,Sports,Surabaya,COD,Completed,575766,2,1151532,2023-12,12,Q4
ORD-1476,2023-01-27,Electronics,Surabaya,Bank Transfer,Completed,1633946,1,1633946,2023-01,1,Q1
ORD-1477,2023-07-22,Home & Living,Surabaya,Credit Card,Completed,210013,1,210013,2023-07,7,Q3
ORD-1478,2023-12-20,Electronics,Bandung,Bank Transfer,Completed,2211748,5,11058740,2023-12,12,Q4
ORD-1479,2023-07-10,Home & Living,Bandung,Credit Card,Returned,423805,2,0,2023-07,7,Q3
ORD-1480,2023-08-18,Fashion,Jakarta,E-Wallet,Completed,250756,1,250756,2023-08,8,Q3
ORD-1481,2023-09-11,Sports,Surabaya,Bank Transfer,Completed,793524,4,3174096,2023-09,9,Q3
ORD-1482,2023-06-15,Books & Stationery,Bandung,E-Wallet,Returned,193702,2,0,2023-06,6,Q2
ORD-1483,2023-08-18,Electronics,Bandung,Credit Card,Returned,1484368,5,0,2023-08,8,Q3
ORD-1484,2023-08-02,Fashion,Jakarta,Credit Card,Completed,149723,3,449169,2023-08,8,Q3
ORD-1485,2023-11-25,Books & Stationery,Medan,Bank Transfer,Completed,208763,5,1043815,2023-11,11,Q4
ORD-1486,2023-01-17,Beauty & Health,Jakarta,COD,Completed,93585,1,93585,2023-01,1,Q1
ORD-1487,2023-04-13,Sports,Surabaya,Bank Transfer,Completed,997174,1,997174,2023-04,4,Q2
ORD-1488,2023-12-13,Beauty & Health,Medan,Bank Transfer,Completed,315943,2,631886,2023-12,12,Q4
ORD-1489,2023-11-21,Fashion,Bandung,E-Wallet,Completed,285923,2,571846,2023-11,11,Q4
ORD-1490,2023-06-16,Fashion,Jakarta,E-Wallet,Cancelled,248238,4,0,2023-06,6,Q2
ORD-1491,2023-08-15,Electronics,Medan,Credit Card,Completed,777016,5,3885080,2023-08,8,Q3
ORD-1492,2023-04-12,Home & Living,Bandung,Bank Transfer,Completed,339829,3,1019487,2023-04,4,Q2
ORD-1493,2023-03-10,Fashion,Medan,Credit Card,Returned,193864,1,0,2023-03,3,Q1
ORD-1494,2023-06-19,Beauty & Health,Medan,COD,Completed,310379,4,1241516,2023-06,6,Q2
ORD-1495,2023-05-09,Beauty & Health,Bandung,Credit Card,Returned,149956,4,0,2023-05,5,Q2
ORD-1496,2023-08-02,Beauty & Health,Surabaya,Bank Transfer,Returned,280306,1,0,2023-08,8,Q3
ORD-1497,2023-01-29,Sports,Jakarta,Credit Card,Completed,705697,1,705697,2023-01,1,Q1
ORD-1498,2023-12-22,Books & Stationery,Jakarta,Credit Card,Completed,104127,5,520635,2023-12,12,Q4
ORD-1499,2023-12-26,Fashion,Surabaya,E-Wallet,Completed,142532,4,570128,2023-12,12,Q4
ORD-1500,2023-09-12,Sports,Bandung,Credit Card,Completed,241293,1,241293,2023-09,9,Q3
ORD-1501,2023-07-15,Home & Living,Surabaya,Credit Card,Completed,193443,1,193443,2023-07,7,Q3
ORD-1502,2023-04-23,Beauty & Health,Jakarta,Bank Transfer,Completed,356084,1,356084,2023-04,4,Q2
